focus_area,cluster,umap_x,umap_y,specialty
sesame syndrome,1,3.5632212,1.1381321,Genetic & Rare Diseases
dandy-walker malformation with facial hemangioma,12,1.4021413,3.5668297,Immunology & Hematology
spinocerebellar ataxia 21,12,2.0418537,1.1594088,Immunology & Hematology
morquio syndrome b,12,2.9943316,1.657732,Immunology & Hematology
chromosome 16q deletion,7,1.1926593,1.3818673,Genetic & Rare Diseases
anemia sideroblastic and spinocerebellar ataxia,12,1.7129772,2.9874146,Immunology & Hematology
scarf syndrome,7,0.21858385,2.0157297,Genetic & Rare Diseases
mercury poisoning,7,-0.22182529,1.9767767,Genetic & Rare Diseases
chudley-mccullough syndrome,7,-0.20549034,1.9370311,Genetic & Rare Diseases
warthin tumor,12,2.1102629,1.0503304,Immunology & Hematology
karak syndrome,6,2.1251497,4.0248375,Neurology & Autonomic Disorders
dystonia 11,1,5.8923435,0.39418542,Genetic & Rare Diseases
sotos syndrome,7,2.147213,1.2870955,Genetic & Rare Diseases
acrorenal mandibular syndrome,0,1.7226509,5.8184786,Genetic & Rare Diseases
fibular hypoplasia and complex brachydactyly,12,3.4272087,1.7891474,Immunology & Hematology
antisynthetase syndrome,17,0.9069402,1.8736868,Neurology & Genetic Disorders
congenital pulmonary alveolar proteinosis,17,-0.35346124,6.3400445,Neurology & Genetic Disorders
"cardiac valvular dysplasia, x-linked",7,1.0966431,1.0863141,Genetic & Rare Diseases
thompson baraitser syndrome,17,-0.1851583,2.9957633,Neurology & Genetic Disorders
gorlin bushkell jensen syndrome,11,3.3380947,0.4798987,Neurology & Movement Disorders
glioblastoma,6,2.6471076,4.1286244,Neurology & Autonomic Disorders
goldberg-shprintzen megacolon syndrome,12,2.1521835,1.5645301,Immunology & Hematology
occipital horn syndrome,12,2.9414964,5.552318,Immunology & Hematology
frontotemporal dementia,6,0.18440221,2.0117607,Neurology & Autonomic Disorders
trichothiodystrophy photosensitive,0,4.05409,2.9607491,Genetic & Rare Diseases
pseudohypoparathyroidism,7,2.0494552,1.2036254,Genetic & Rare Diseases
aquagenic pruritus,7,1.3029873,1.0656121,Genetic & Rare Diseases
costello syndrome,7,1.0509624,1.1938971,Genetic & Rare Diseases
sillence syndrome,0,2.3820083,2.042294,Genetic & Rare Diseases
bardet-biedl syndrome 11,12,2.4380174,1.997571,Immunology & Hematology
osteopetrosis autosomal recessive 5,0,6.0471773,0.99661505,Genetic & Rare Diseases
loeys-dietz syndrome type 4,0,2.6458821,2.6325376,Genetic & Rare Diseases
fine-lubinsky syndrome,7,1.6294981,1.4373765,Genetic & Rare Diseases
lynch syndrome,12,3.1366665,1.0220416,Immunology & Hematology
multicentric reticulohistiocytosis,7,1.1278344,0.9397142,Genetic & Rare Diseases
portal hypertension,1,4.181525,-0.04372239,Genetic & Rare Diseases
adnp syndrome,0,1.882253,5.923694,Genetic & Rare Diseases
colpocephaly,1,2.8670478,1.0147398,Genetic & Rare Diseases
hemophagocytic lymphohistiocytosis,12,2.328294,2.1006684,Immunology & Hematology
glucose transporter type 1 deficiency syndrome,6,0.17486337,2.1888103,Neurology & Autonomic Disorders
dyssegmental dysplasia silverman-handmaker type,12,1.3627379,4.329907,Immunology & Hematology
biotinidase deficiency,12,1.6662004,1.2462956,Immunology & Hematology
plasma cell leukemia,0,1.4652264,2.8263721,Genetic & Rare Diseases
autoimmune polyglandular syndrome type 1,17,0.32997373,1.5644947,Neurology & Genetic Disorders
annular pancreas,1,4.9808407,-0.032904398,Genetic & Rare Diseases
spinocerebellar ataxia autosomal recessive 5,11,3.3198326,2.0847535,Neurology & Movement Disorders
familial hypocalciuric hypercalcemia type 3,7,0.93437666,1.0992562,Genetic & Rare Diseases
trisomy 2 mosaicism,12,3.547439,4.26733,Immunology & Hematology
c1q nephropathy,3,3.5672302,2.808761,General Medicine & Mixed Conditions
seminoma,12,1.5871143,2.0818765,Immunology & Hematology
epithelioid sarcoma,15,2.9338405,3.9896915,Metabolic & Kidney Disorders
dens in dente and palatal invaginations,12,2.6230297,1.0673941,Immunology & Hematology
quebec platelet disorder,7,1.6311553,5.226435,Genetic & Rare Diseases
stargardt disease,17,-0.18559954,2.8888383,Neurology & Genetic Disorders
"nystagmus 1, congenital, x- linked",12,1.9150993,1.5538051,Immunology & Hematology
corneal dystrophy of bowman layer type 1,12,3.3475575,1.1309322,Immunology & Hematology
chromosome 9 inversion,11,2.9374752,2.5630536,Neurology & Movement Disorders
familial eosinophilia,1,3.2159522,0.99684584,Genetic & Rare Diseases
dyskeratosis congenita autosomal dominant,1,3.3170624,-0.1341821,Genetic & Rare Diseases
"tremor hereditary essential, 2",12,4.66457,7.656574,Immunology & Hematology
retinal vasculopathy with cerebral leukodystrophy,13,2.4061868,1.1985904,Infectious Diseases & Oncology
troyer syndrome,7,1.6338444,0.5785075,Genetic & Rare Diseases
glycogen storage disease type 7,0,2.7587664,3.4815843,Genetic & Rare Diseases
chromosome 17p13.1 deletion syndrome,12,0.44004306,1.6550293,Immunology & Hematology
tetraamelia with ectodermal dysplasia and lacrimal duct abnormalities,0,1.9866573,2.841021,Genetic & Rare Diseases
"renal tubulopathy, diabetes mellitus, and cerebellar ataxia due to duplication of mitochondrial dna",12,1.8538721,1.6538396,Immunology & Hematology
"coloboma, cleft lip/palate and mental retardation syndrome",6,0.09805888,2.3233745,Neurology & Autonomic Disorders
focal dystonia,15,3.0522745,4.0215755,Metabolic & Kidney Disorders
"polyhydramnios, megalencephaly, and symptomatic epilepsy syndrome",11,4.8150887,7.760053,Neurology & Movement Disorders
long qt syndrome 1,13,0.039580707,4.565534,Infectious Diseases & Oncology
orofaciodigital syndrome 11,12,2.0277774,1.6333181,Immunology & Hematology
exstrophy-epispadias complex,12,3.6781678,2.8851125,Immunology & Hematology
battaglia-neri syndrome,17,2.430171,3.1564946,Neurology & Genetic Disorders
"ectodermal dysplasia, hidrotic, christianson-fourie type",7,1.0087838,1.1192936,Genetic & Rare Diseases
dementia familial british,12,2.177514,1.6705135,Immunology & Hematology
t-cell lymphoma 1a,17,-0.5383737,6.3643413,Neurology & Genetic Disorders
chancroid,12,2.1939201,2.3272636,Immunology & Hematology
hennekam syndrome,12,3.363108,1.7379066,Immunology & Hematology
gosr2-related progressive myoclonus ataxia,17,-0.23697214,3.057308,Neurology & Genetic Disorders
von willebrand disease,13,0.46324912,5.2494617,Infectious Diseases & Oncology
familial episodic pain syndrome,0,2.700127,3.4635663,Genetic & Rare Diseases
myoepithelial carcinoma,0,1.3960936,4.373597,Genetic & Rare Diseases
"epidermolysis bullosa simplex, ogna type",7,0.89876676,1.2914028,Genetic & Rare Diseases
multiple self healing squamous epithelioma,11,3.0992773,2.3740108,Neurology & Movement Disorders
"dentin dysplasia, type 1",12,3.0913115,2.4727874,Immunology & Hematology
filippi syndrome,8,5.7843523,0.5697075,General Medicine & Common Conditions
pseudoainhum,17,0.3816503,1.545214,Neurology & Genetic Disorders
hemorrhagic shock and encephalopathy syndrome,12,2.3095095,1.3121116,Immunology & Hematology
congenital primary aphakia,13,-0.5473103,4.967382,Infectious Diseases & Oncology
wandering spleen,7,1.7657344,5.10333,Genetic & Rare Diseases
"spondyloepimetaphyseal dysplasia, aggrecan type",12,2.0964549,1.6813909,Immunology & Hematology
priapism,7,3.6001897,-0.23177701,Genetic & Rare Diseases
inflammatory myofibroblastic tumor,7,1.3618596,4.327146,Genetic & Rare Diseases
hantavirus pulmonary syndrome,7,2.824025,3.7266586,Genetic & Rare Diseases
branchiootorenal syndrome,1,2.875312,1.0317178,Genetic & Rare Diseases
mosaic trisomy 8,17,0.33322996,1.8080149,Neurology & Genetic Disorders
spinocerebellar ataxia x-linked type 3,7,1.5191092,0.6474176,Genetic & Rare Diseases
microcephaly-albinism-digital anomalies syndrome,12,3.1746926,1.029945,Immunology & Hematology
coccygodynia,11,2.8774557,2.896744,Neurology & Movement Disorders
"47, xyy syndrome",11,0.72423464,3.7590039,Neurology & Movement Disorders
laron syndrome,7,1.535153,1.8100924,Genetic & Rare Diseases
osteoporosis-pseudoglioma syndrome,11,5.0321445,2.6031024,Neurology & Movement Disorders
dcma syndrome,12,2.6442225,3.6081605,Immunology & Hematology
familial stomach cancer,12,3.2397754,0.72666574,Immunology & Hematology
multicentric osteolysis nephropathy,6,0.13744941,2.0617576,Neurology & Autonomic Disorders
retinal arterial macroaneurysm with supravalvular pulmonic stenosis,0,-0.070459105,3.282546,Genetic & Rare Diseases
systemic scleroderma,7,1.8119545,1.030868,Genetic & Rare Diseases
2q37 deletion syndrome,12,1.9892544,1.6319861,Immunology & Hematology
pachygyria,8,6.508689,1.2547534,General Medicine & Common Conditions
pudendal neuralgia,6,2.0861952,0.9973722,Neurology & Autonomic Disorders
thoraco abdominal enteric duplication,12,1.9866899,1.6478901,Immunology & Hematology
chanarin-dorfman syndrome,6,0.13875574,2.6582732,Neurology & Autonomic Disorders
squamous cell carcinoma,1,1.3057264,2.8434696,Genetic & Rare Diseases
myotonic dystrophy type 1,12,2.542237,2.3225455,Immunology & Hematology
achalasia,17,0.05331229,1.8846455,Neurology & Genetic Disorders
"progressive external ophthalmoplegia, autosomal recessive 1",1,3.3926225,-0.37841088,Genetic & Rare Diseases
fournier gangrene,11,1.7277303,5.9635696,Neurology & Movement Disorders
woolly hair hypotrichosis everted lower lip and outstanding ears,12,2.4041479,1.9533769,Immunology & Hematology
restless legs syndrome,6,0.15728708,2.488586,Neurology & Autonomic Disorders
ligneous conjunctivitis,7,0.9973094,1.256349,Genetic & Rare Diseases
carnevale syndrome,7,1.7038698,1.6512684,Genetic & Rare Diseases
spondyloepimetaphyseal dysplasia x-linked,7,0.97101283,0.5647502,Genetic & Rare Diseases
mucopolysaccharidosis type iva,7,0.9388039,1.0350767,Genetic & Rare Diseases
"thyrotropin deficiency, isolated",17,2.4378216,3.173192,Neurology & Genetic Disorders
fructosuria,17,0.35794327,1.7731743,Neurology & Genetic Disorders
pycnodysostosis,11,4.740436,7.6364827,Neurology & Movement Disorders
deafness and myopia syndrome,12,2.651656,1.7984339,Immunology & Hematology
ramos arroyo clark syndrome,1,3.388066,0.031928197,Genetic & Rare Diseases
glutathione synthetase deficiency,7,0.20749703,1.254079,Genetic & Rare Diseases
nonspherocytic hemolytic anemia due to hexokinase deficiency,12,0.77395356,1.6515208,Immunology & Hematology
isobutyryl-coa dehydrogenase deficiency,1,5.0191617,0.07938237,Genetic & Rare Diseases
congenital myasthenic syndrome with episodic apnea,7,0.99473155,1.0355744,Genetic & Rare Diseases
intrauterine growth retardation with increased mitomycin c sensitivity,0,1.473614,3.4839172,Genetic & Rare Diseases
tetraploidy,10,3.66642,4.852446,Pediatrics & Developmental Disorders
prurigo nodularis,12,2.676733,2.7518017,Immunology & Hematology
gorlin chaudhry moss syndrome,17,0.35304734,1.5541674,Neurology & Genetic Disorders
neuropathy ataxia retinitis pigmentosa syndrome,7,-0.22643355,1.9437416,Genetic & Rare Diseases
hepatoblastoma,13,1.5023636,5.975468,Infectious Diseases & Oncology
pseudoaminopterin syndrome,7,0.96577203,1.1728095,Genetic & Rare Diseases
rommen mueller sybert syndrome,13,1.1582357,3.0490944,Infectious Diseases & Oncology
gardner syndrome,7,-0.22801982,1.9368637,Genetic & Rare Diseases
pili annulati,12,1.9465839,1.6929389,Immunology & Hematology
necrotizing fasciitis,6,0.1363938,2.1202877,Neurology & Autonomic Disorders
"anti-plasmin deficiency, congenital",17,0.18508407,1.4757096,Neurology & Genetic Disorders
celiac artery compression syndrome,7,1.0086164,1.1082003,Genetic & Rare Diseases
mucopolysaccharidosis type iiib,6,-0.05878455,4.6396427,Neurology & Autonomic Disorders
charcot-marie-tooth disease type 2j,0,1.6004192,3.1877675,Genetic & Rare Diseases
"epidermolysis bullosa, lethal acantholytic",11,3.2847304,1.5867704,Neurology & Movement Disorders
vlcad deficiency,12,1.8812203,1.6848695,Immunology & Hematology
irons bhan syndrome,11,1.4029553,3.5479112,Neurology & Movement Disorders
dermatofibrosarcoma protuberans,0,1.0611076,3.4169235,Genetic & Rare Diseases
"familial amyloidosis, finnish type",12,2.6244416,1.0237428,Immunology & Hematology
dystonia 16,12,4.3822956,3.072405,Immunology & Hematology
erythema multiforme,7,0.44710323,1.4521489,Genetic & Rare Diseases
tricho-dento-osseous syndrome 1,17,0.023047078,2.6401,Neurology & Genetic Disorders
tracheobronchomalacia,11,3.3415616,1.4913777,Neurology & Movement Disorders
pulmonic stenosis,12,2.327271,1.6561756,Immunology & Hematology
acquired pure red cell aplasia,7,0.21494041,1.2123706,Genetic & Rare Diseases
orofaciodigital syndrome 1,0,-0.12705733,3.2218614,Genetic & Rare Diseases
arachnodactyly - intellectual disability - dysmorphism,12,2.170341,1.0160565,Immunology & Hematology
malonyl-coa decarboxylase deficiency,17,0.22768094,1.6345967,Neurology & Genetic Disorders
pontocerebellar hypoplasia type 5,12,2.2457004,1.8612522,Immunology & Hematology
familial multiple trichodiscomas,11,3.4609833,1.586629,Neurology & Movement Disorders
small cell carcinoma of the bladder,12,1.7992169,1.7370908,Immunology & Hematology
ledderhose disease,13,-0.37395635,4.720043,Infectious Diseases & Oncology
mental retardation x-linked syndromic 7,6,2.3868105,4.3203845,Neurology & Autonomic Disorders
"radial hypoplasia, triphalangeal thumbs and hypospadias",12,3.0124977,1.7632535,Immunology & Hematology
autoimmune hemolytic anemia,12,2.197331,1.7991525,Immunology & Hematology
primary orthostatic hypotension,0,-0.10790405,3.2299745,Genetic & Rare Diseases
basilar migraine,17,-0.16112262,2.6780045,Neurology & Genetic Disorders
epidermolytic ichthyosis,13,-0.4837006,4.94329,Infectious Diseases & Oncology
oculocutaneous albinism type 1b,12,2.6035314,1.0680052,Immunology & Hematology
spinocerebellar ataxia 15,17,-0.39147675,6.42825,Neurology & Genetic Disorders
"stickler syndrome, type 2",7,0.23678717,1.9726137,Genetic & Rare Diseases
cone dystrophy,17,0.18617885,1.2849809,Neurology & Genetic Disorders
marinesco-sjogren syndrome,12,2.4867063,2.3372185,Immunology & Hematology
atypical hemolytic uremic syndrome,12,3.5669174,3.032974,Immunology & Hematology
femur fibula ulna syndrome,7,0.9549554,0.5901461,Genetic & Rare Diseases
alopecia areata,7,1.0720223,0.9604942,Genetic & Rare Diseases
osteopetrosis autosomal recessive 4,1,1.5283053,2.7810361,Genetic & Rare Diseases
short rib-polydactyly syndrome type 4,7,3.42034,0.33282712,Genetic & Rare Diseases
"diffuse palmoplantar keratoderma, bothnian type",12,3.3608348,5.414833,Immunology & Hematology
congenital bilateral absence of the vas deferens,12,2.7414362,1.6160415,Immunology & Hematology
encephalitis lethargica,0,0.8295905,3.35894,Genetic & Rare Diseases
"epidermolysis bullosa simplex, generalized",7,1.8262737,5.2131753,Genetic & Rare Diseases
paragangliomas 4,12,2.503564,1.0885744,Immunology & Hematology
roch-leri mesosomatous lipomatosis,17,-0.24142759,3.062485,Neurology & Genetic Disorders
wernicke-korsakoff syndrome,17,-0.026115468,2.5247903,Neurology & Genetic Disorders
craniodiaphyseal dysplasia,0,-0.22670723,3.0894427,Genetic & Rare Diseases
seow najjar syndrome,7,1.4804908,0.8028207,Genetic & Rare Diseases
proteus syndrome,7,2.1645558,3.5022874,Genetic & Rare Diseases
charcot-marie-tooth disease type 4,12,2.3003125,1.1601447,Immunology & Hematology
early infantile epileptic encephalopathy 4,1,3.0783129,1.4609774,Genetic & Rare Diseases
chromosome 7p deletion,6,1.1111766,1.6177745,Neurology & Autonomic Disorders
dykes markes harper syndrome,11,3.2234147,1.0854375,Neurology & Movement Disorders
passos-bueno syndrome,7,0.7614723,1.1515456,Genetic & Rare Diseases
parapsoriasis,12,2.658379,1.8006256,Immunology & Hematology
hirschsprung disease polydactyly heart disease,12,1.944721,1.7738175,Immunology & Hematology
endometrial stromal sarcoma,8,5.362029,0.61988497,General Medicine & Common Conditions
platelet storage pool deficiency,12,1.6636628,2.0334852,Immunology & Hematology
dermochondrocorneal dystrophy of franois,12,1.9267441,1.7044939,Immunology & Hematology
scholte syndrome,6,0.14150687,2.0655806,Neurology & Autonomic Disorders
brachydactyly types b and e combined,12,2.5288172,1.9170198,Immunology & Hematology
immune dysfunction with t-cell inactivation due to calcium entry defect 1,13,-0.56391877,4.780034,Infectious Diseases & Oncology
"ichthyosiform erythroderma, corneal involvement, deafness",12,2.723323,1.7354441,Immunology & Hematology
rhizomelic syndrome,1,5.16288,0.60120255,Genetic & Rare Diseases
ankyloblepharon filiforme imperforate anus,1,1.3372065,2.899907,Genetic & Rare Diseases
osteoarthropathy of fingers familial,0,1.6318754,2.947977,Genetic & Rare Diseases
leber congenital amaurosis 1,11,3.2596095,0.88055134,Neurology & Movement Disorders
"angioma serpiginosum, autosomal dominant",0,1.3859874,3.4003549,Genetic & Rare Diseases
acute zonal occult outer retinopathy,17,0.24951245,1.4653901,Neurology & Genetic Disorders
desmoid tumor,6,0.2022795,2.1689541,Neurology & Autonomic Disorders
beta-thalassemia,15,4.276182,5.233248,Metabolic & Kidney Disorders
genoa syndrome,6,-0.24753255,6.619182,Neurology & Autonomic Disorders
fibrolamellar carcinoma,1,3.4813192,0.31418553,Genetic & Rare Diseases
leber congenital amaurosis 16,12,2.2914696,1.9663724,Immunology & Hematology
gm1 gangliosidosis type 1,16,-0.29490358,6.563407,Gastroenterology & Infectious Diseases
