focus_area_norm,focus_area_simple,sample_count,focus_area_display,specialty,specialty_score,assignment_source,runner_up,runner_up_score,score_margin
systemic capillary leak syndrome,systemic capillary leak syndrome,3,Systemic capillary leak syndrome,Genetics & Rare Disorders,1.0,regex_override,Nephrology & Urology,0.0068524173,0.9931475827470422
takayasu arteritis,takayasu arteritis,3,Takayasu arteritis,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
kuskokwim disease,kuskokwim disease,3,Kuskokwim disease,General & Preventive Medicine,0.06445026397705078,fallback_default,Pulmonology & Respiratory,0.057356864,0.0070933997631073
collagenous colitis,collagenous colitis,3,Collagenous colitis,General & Preventive Medicine,0.06665189564228058,fallback_default,General & Preventive Medicine,0.0,0.06665189564228058
pulmonary alveolar proteinosis acquired,pulmonary alveolar proteinosis acquired,3,Pulmonary alveolar proteinosis acquired,General & Preventive Medicine,0.03614841029047966,fallback_default,General & Preventive Medicine,0.0,0.03614841029047966
eosinophilic fasciitis,eosinophilic fasciitis,3,Eosinophilic fasciitis,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
epidermolysis bullosa,epidermolysis bullosa,3,Epidermolysis bullosa,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
niemann-pick disease type a,niemann pick disease type a,3,Niemann-Pick disease type A,General & Preventive Medicine,0.04461240395903587,fallback_default,Pulmonology & Respiratory,0.039702363,0.004910040646791458
"epidermolysis bullosa simplex, generalized",epidermolysis bullosa simplex generalized,3,"Epidermolysis bullosa simplex, generalized",General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
nodular nonsuppurative panniculitis,nodular nonsuppurative panniculitis,3,Nodular nonsuppurative panniculitis,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
cone dystrophy,cone dystrophy,3,Cone dystrophy,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
subacute cerebellar degeneration,subacute cerebellar degeneration,3,Subacute cerebellar degeneration,General & Preventive Medicine,0.04832842946052551,fallback_default,General & Preventive Medicine,0.0,0.04832842946052551
duane syndrome type 1,duane syndrome type 1,3,Duane syndrome type 1,Genetics & Rare Disorders,1.0,regex_override,Nephrology & Urology,0.010630853,0.9893691474571824
myh-associated polyposis,myh associated polyposis,3,MYH-associated polyposis,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
"myelodysplastic/ myeloproliferative neoplasm, unclassifiable",myelodysplastic myeloproliferative neoplasm unclassifiable,3,"Myelodysplastic/ Myeloproliferative Neoplasm, Unclassifiable",Oncology,1.0,regex_override,Genetics & Rare Disorders,0.0,1.0
split hand foot malformation,split hand foot malformation,3,Split hand foot malformation,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
dwarfism,dwarfism,3,Dwarfism,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
split hand split foot nystagmus,split hand split foot nystagmus,3,Split hand split foot nystagmus,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
leukoplakia,leukoplakia,3,Leukoplakia,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
myelomeningocele,myelomeningocele,3,Myelomeningocele,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
atypical hemolytic uremic syndrome,atypical hemolytic uremic syndrome,3,Atypical hemolytic uremic syndrome,Genetics & Rare Disorders,1.0,regex_override,Nephrology & Urology,0.0074870917,0.9925129082985222
lesch nyhan syndrome,lesch nyhan syndrome,3,Lesch Nyhan syndrome,Genetics & Rare Disorders,1.0,regex_override,Nephrology & Urology,0.008312931,0.9916870687156916
aspergillosis,aspergillosis,3,Aspergillosis,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
myoclonic epilepsy with ragged red fibers,myoclonic epilepsy with ragged red fibers,3,Myoclonic epilepsy with ragged red fibers,Neurology & Neurosurgery,1.0,regex_override,General & Preventive Medicine,0.0,1.0
ledderhose disease,ledderhose disease,3,Ledderhose disease,General & Preventive Medicine,0.0631067305803299,fallback_default,Pulmonology & Respiratory,0.056161206,0.006945524364709854
sprengel deformity,sprengel deformity,3,Sprengel deformity,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
congenital dyserythropoietic anemia type 2,congenital dyserythropoietic anemia type 2,3,Congenital dyserythropoietic anemia type 2,Hematology,1.0,regex_override,Genetics & Rare Disorders,0.0,1.0
laryngomalacia,laryngomalacia,3,Laryngomalacia,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
congenital chloride diarrhea,congenital chloride diarrhea,3,Congenital chloride diarrhea,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
dystonia 8,dystonia 8,3,Dystonia 8,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
sudden infant death syndrome,sudden infant death syndrome,3,Sudden Infant Death Syndrome,Pediatrics & Development,1.0,regex_override,Pediatrics & Development,0.35,0.6500000059604645
noonan syndrome 1,noonan syndrome 1,3,Noonan syndrome 1,Genetics & Rare Disorders,1.0,regex_override,Nephrology & Urology,0.013179254,0.9868207462131977
adenylosuccinase deficiency,adenylosuccinase deficiency,3,Adenylosuccinase deficiency,General & Preventive Medicine,0.02819819003343582,fallback_default,General & Preventive Medicine,0.0,0.02819819003343582
adenocarcinoma of the appendix,adenocarcinoma of the appendix,3,Adenocarcinoma of the appendix,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
gordon syndrome,gordon syndrome,3,Gordon syndrome,Genetics & Rare Disorders,1.0,regex_override,Nephrology & Urology,0.01111024,0.98888976033777
hemochromatosis type 1,hemochromatosis type 1,3,Hemochromatosis type 1,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
polyarteritis nodosa,polyarteritis nodosa,3,Polyarteritis nodosa,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
filippi syndrome,filippi syndrome,3,Filippi syndrome,Genetics & Rare Disorders,1.0,regex_override,Nephrology & Urology,0.01111024,0.98888976033777
cat scratch disease,cat scratch disease,3,Cat Scratch Disease,General & Preventive Medicine,0.04559391364455223,fallback_default,Pulmonology & Respiratory,0.040575847,0.005018066614866257
hairy tongue,hairy tongue,3,Hairy tongue,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
adult-onset still's disease,adult onset still s disease,3,Adult-onset Still's disease,General & Preventive Medicine,0.04129830375313759,fallback_default,Pulmonology & Respiratory,0.03675301,0.004545293748378754
adenoameloblastoma,adenoameloblastoma,3,Adenoameloblastoma,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
waardenburg syndrome type 2,waardenburg syndrome type 2,3,Waardenburg syndrome type 2,Genetics & Rare Disorders,1.0,regex_override,Nephrology & Urology,0.010829605,0.9891703948378563
guillain-barre syndrome,guillain barre syndrome,3,Guillain-Barre Syndrome,Genetics & Rare Disorders,1.0,regex_override,Nephrology & Urology,0.008026777,0.9919732231646776
castleman disease,castleman disease,3,Castleman disease,General & Preventive Medicine,0.06588342040777206,fallback_default,Pulmonology & Respiratory,0.05863229,0.007251128554344177
cheilitis glandularis,cheilitis glandularis,3,Cheilitis glandularis,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
porokeratosis of mibelli,porokeratosis of mibelli,3,Porokeratosis of Mibelli,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
"47, xyy syndrome",47 xyy syndrome,3,"47, XYY syndrome",Genetics & Rare Disorders,1.0,regex_override,Nephrology & Urology,0.008382249,0.9916177513077855
"hepatocellular carcinoma, childhood",hepatocellular carcinoma childhood,3,"Hepatocellular carcinoma, childhood",Oncology,1.0,regex_override,Pediatrics & Development,0.036860548,0.9631394520401955
adenoid cystic carcinoma,adenoid cystic carcinoma,3,Adenoid cystic carcinoma,Oncology,1.0,regex_override,Genetics & Rare Disorders,0.0,1.0
hellp syndrome,hellp syndrome,3,HELLP syndrome,Genetics & Rare Disorders,1.0,regex_override,Nephrology & Urology,0.01111024,0.98888976033777
giant congenital nevus,giant congenital nevus,3,Giant congenital nevus,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
pili torti,pili torti,3,Pili torti,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
cerulean cataract,cerulean cataract,3,Cerulean cataract,Ophthalmology,1.0,regex_override,General & Preventive Medicine,0.0,1.0
15q13.3 microdeletion syndrome,15q13 3 microdeletion syndrome,3,15q13.3 microdeletion syndrome,Genetics & Rare Disorders,1.0,regex_override,Nephrology & Urology,0.009104513,0.9908954873681068
abdominal aortic aneurysm,abdominal aortic aneurysm,3,Abdominal aortic aneurysm,Cardiology & Vascular,1.0,regex_override,General & Preventive Medicine,0.0,1.0
your guide to diabetes: type 1 and type 2,your guide to diabetes type 1 and type 2,3,Your Guide to Diabetes: Type 1 and Type 2,Endocrinology & Diabetes,0.4207956790924072,anchor_similarity,Neurology & Neurosurgery,0.008993444,0.41180223505944014
chiari malformation type 2,chiari malformation type 2,3,Chiari malformation type 2,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
gorham's disease,gorham s disease,3,Gorham's disease,General & Preventive Medicine,0.0631067305803299,fallback_default,Pulmonology & Respiratory,0.056161206,0.006945524364709854
hemolytic uremic syndrome,hemolytic uremic syndrome,3,Hemolytic uremic syndrome,Genetics & Rare Disorders,1.0,regex_override,Nephrology & Urology,0.009213585,0.9907864145934582
freeman sheldon syndrome,freeman sheldon syndrome,3,Freeman Sheldon syndrome,Genetics & Rare Disorders,1.0,regex_override,Nephrology & Urology,0.008382249,0.9916177513077855
mucopolysaccharidosis type iiic,mucopolysaccharidosis type iiic,2,Mucopolysaccharidosis type IIIC,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
kimura disease,kimura disease,2,Kimura disease,General & Preventive Medicine,0.0631067305803299,fallback_default,Pulmonology & Respiratory,0.056161206,0.006945524364709854
autosomal recessive pseudohypoaldosteronism type 1,autosomal recessive pseudohypoaldosteronism type 1,2,Autosomal recessive pseudohypoaldosteronism type 1,Genetics & Rare Disorders,1.0,regex_override,General & Preventive Medicine,0.0,1.0
tarsal carpal coalition syndrome,tarsal carpal coalition syndrome,2,Tarsal carpal coalition syndrome,Genetics & Rare Disorders,1.0,regex_override,Nephrology & Urology,0.0070309816,0.992969018407166
klatskin tumor,klatskin tumor,2,Klatskin tumor,Oncology,1.0,regex_override,Genetics & Rare Disorders,0.0,1.0
acromesomelic dysplasia,acromesomelic dysplasia,2,Acromesomelic dysplasia,Genetics & Rare Disorders,1.0,regex_override,Genetics & Rare Disorders,0.0,1.0
mucopolysaccharidosis type iiib,mucopolysaccharidosis type iiib,2,Mucopolysaccharidosis type IIIB,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
complete androgen insensitivity syndrome,complete androgen insensitivity syndrome,2,Complete androgen insensitivity syndrome,Genetics & Rare Disorders,1.0,regex_override,Nephrology & Urology,0.0068470226,0.9931529774330556
neuronal ceroid lipofuscinosis 5,neuronal ceroid lipofuscinosis 5,2,Neuronal ceroid lipofuscinosis 5,Neurology & Neurosurgery,0.30000001192092896,anchor_similarity,General & Preventive Medicine,0.0,0.30000001192092896
neuronal ceroid lipofuscinosis 10,neuronal ceroid lipofuscinosis 10,2,Neuronal ceroid lipofuscinosis 10,Neurology & Neurosurgery,0.30000001192092896,anchor_similarity,General & Preventive Medicine,0.0,0.30000001192092896
antley bixler syndrome,antley bixler syndrome,2,Antley Bixler syndrome,Genetics & Rare Disorders,1.0,regex_override,Nephrology & Urology,0.008026777,0.9919732231646776
talipes equinovarus,talipes equinovarus,2,Talipes equinovarus,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
2009 h1n1 flu,2009 h1n1 flu,2,2009 H1N1 Flu,Infectious Diseases,1.0,regex_override,Genetics & Rare Disorders,0.0,1.0
"emery-dreifuss muscular dystrophy, x-linked",emery dreifuss muscular dystrophy x linked,2,"Emery-Dreifuss muscular dystrophy, X-linked",Genetics & Rare Disorders,1.0,regex_override,General & Preventive Medicine,0.0,1.0
acquired pure red cell aplasia,acquired pure red cell aplasia,2,Acquired pure red cell aplasia,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
pycnodysostosis,pycnodysostosis,2,Pycnodysostosis,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
2-methyl-3-hydroxybutyric aciduria,2 methyl 3 hydroxybutyric aciduria,2,2-methyl-3-hydroxybutyric aciduria,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
neuronal ceroid lipofuscinosis,neuronal ceroid lipofuscinosis,2,Neuronal ceroid lipofuscinosis,Neurology & Neurosurgery,0.30000001192092896,anchor_similarity,General & Preventive Medicine,0.0,0.30000001192092896
tar syndrome,tar syndrome,2,TAR syndrome,Genetics & Rare Disorders,1.0,regex_override,Nephrology & Urology,0.01111024,0.98888976033777
ehrlichiosis,ehrlichiosis,2,Ehrlichiosis,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
22q11.2 duplication syndrome,22q11 2 duplication syndrome,2,22q11.2 duplication syndrome,Genetics & Rare Disorders,1.0,regex_override,Nephrology & Urology,0.008813776,0.99118622392416
mucolipidosis type 4,mucolipidosis type 4,2,Mucolipidosis type 4,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
neurocutaneous melanosis,neurocutaneous melanosis,2,Neurocutaneous melanosis,Neurology & Neurosurgery,0.30000001192092896,anchor_similarity,General & Preventive Medicine,0.0,0.30000001192092896
kidney failure: what to expect,kidney failure what to expect,2,Kidney Failure: What to Expect,Nephrology & Urology,1.0,regex_override,Cardiology & Vascular,0.033762112,0.9662378877401352
reynolds syndrome,reynolds syndrome,2,Reynolds syndrome,Genetics & Rare Disorders,1.0,regex_override,Nephrology & Urology,0.01111024,0.98888976033777
"autosomal recessive optic atrophy, hearing loss, and peripheral neuropathy",autosomal recessive optic atrophy hearing loss and peripheral neuropathy,2,"Autosomal recessive optic atrophy, hearing loss, and peripheral neuropathy",Neurology & Neurosurgery,1.0,regex_override,Genetics & Rare Disorders,0.4,0.5999999940395355
"syndromic microphthalmia, type 3",syndromic microphthalmia type 3,2,"Syndromic microphthalmia, type 3",General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
combined oxidative phosphorylation deficiency 16,combined oxidative phosphorylation deficiency 16,2,Combined oxidative phosphorylation deficiency 16,General & Preventive Medicine,0.015224002301692963,fallback_default,General & Preventive Medicine,0.0,0.015224002301692963
acrodermatitis enteropathica,acrodermatitis enteropathica,2,Acrodermatitis enteropathica,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
malignant eccrine spiradenoma,malignant eccrine spiradenoma,2,Malignant eccrine spiradenoma,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
synovial chondromatosis,synovial chondromatosis,2,Synovial Chondromatosis,General & Preventive Medicine,0.0,fallback_default,Genetics & Rare Disorders,0.0,0.0
keutel syndrome,keutel syndrome,2,Keutel syndrome,Genetics & Rare Disorders,1.0,regex_override,Nephrology & Urology,0.01111024,0.98888976033777
