focus_area,cluster,umap_x,umap_y
split hand/foot malformation x-linked,0,1.8310707,5.8891764
potassium aggravated myotonia,1,1.5347943,2.7587962
papillon lefevre syndrome,7,0.49427807,1.5941601
aplasia cutis congenita of limbs recessive,0,1.2811941,3.4666476
giant platelet syndrome,13,2.6885939,6.75261
multiple pterygium syndrome lethal type,1,4.0082717,0.2861829
glass-chapman-hockley syndrome,15,3.9607723,5.024532
limb deficiencies distal with micrognathia,13,-0.40679508,4.718624
pallister-killian mosaic syndrome,3,5.9113345,5.1777377
coach syndrome,16,6.798417,4.4463143
hypotrichosis simplex,17,1.4414732,1.7905805
loose anagen hair syndrome,1,3.423905,0.03887955
cleft hand absent tibia,0,1.2127836,3.627423
chronic hiccups,7,1.369013,4.381298
joubert syndrome,0,3.3632364,2.9913883
"blepharophimosis, ptosis, and epicanthus inversus syndrome type 1",7,2.9090898,2.233445
frontonasal dysplasia,12,2.7933538,2.2807856
oligoastrocytoma,7,1.5112162,1.2285029
perry syndrome,11,4.2424273,3.1040776
hereditary lymphedema type ii,7,1.6657381,5.0818563
blastomycosis,11,3.107028,2.876557
xk aprosencephaly,17,-0.3936929,6.495124
familial hypertrophic cardiomyopathy,12,1.9459317,2.188866
neutropenia chronic familial,7,0.7006277,3.910224
bork stender schmidt syndrome,7,0.94696033,0.55946606
dicer1-related pleuropulmonary blastoma cancer predisposition syndrome,7,0.78875077,1.5311567
unna-thost palmoplantar keratoderma,17,0.08100114,1.4200499
phaeohyphomycosis,10,1.8455433,5.312986
acrofacial dysostosis catania type,4,-0.36416122,6.499741
split hand urinary anomalies spina bifida,12,2.1934476,1.0557964
spondylometaphyseal dysplasia corner fracture type,12,2.3891354,2.051111
bamforth syndrome,7,1.5429196,1.2265607
acquired hemophilia,12,2.067384,2.3353176
chronic progressive external ophthalmoplegia,7,1.3190597,0.8139291
scot deficiency,17,0.58350897,1.5595984
adrenocortical carcinoma,7,1.7264664,1.2145268
afibrinogenemia,0,1.8719535,2.3580284
retinoschisis autosomal dominant,17,0.20525292,1.4885452
dennis fairhurst moore syndrome,0,1.8320395,2.7013874
buerger disease,7,1.7661971,1.1915705
game friedman paradice syndrome,0,2.7972865,2.301344
"early-onset myopathy, areflexia, respiratory distress and dysphagia",7,1.5139943,1.094026
familial hypercholesterolemia,17,0.3720338,1.5456613
holzgreve syndrome,12,3.527588,5.647283
rhabdomyosarcoma alveolar,1,4.0792503,0.013046387
nodular regenerative hyperplasia,7,0.4693852,1.4752493
proud syndrome,6,0.5637407,5.59556
accessory navicular bone,13,-0.41491613,4.6124644
pseudopseudohypoparathyroidism,7,1.3473666,1.2113515
hardikar syndrome,12,2.5387747,1.0752932
graham boyle troxell syndrome,7,0.19454244,1.4768443
alzheimer disease,17,0.1892193,1.2236245
x-linked visceral heterotaxy 1,9,3.682546,5.96095
split hand foot malformation,17,2.2936363,3.0139294
al amyloidosis,0,7.0570655,4.3801303
gracile syndrome,12,2.2848003,1.7919943
muscular atrophy ataxia retinitis pigmentosa and diabetes mellitus,7,1.6187084,0.6307647
mucolipidosis type 4,17,0.18661657,1.2657402
spinocerebellar ataxia 12,12,1.4267323,1.4035604
"leigh syndrome, french canadian type",17,-0.38175386,6.386915
triple a syndrome,7,-0.26314524,1.9272478
spondylocarpotarsal synostosis syndrome,7,1.1846744,1.605449
stenotrophomonas maltophilia infection,7,1.0447724,1.1520141
familial mixed cryoglobulinemia,7,0.72384375,1.5192738
transient bullous dermolysis of the newborn,6,2.5887268,4.092164
ulnar-mammary syndrome,1,3.3583133,-0.052321628
asperger syndrome,13,-0.29721543,3.9882314
ovarian carcinosarcoma,12,1.8598142,1.6585317
chromosome 1p deletion,12,2.3718832,1.9746315
groenouw type i corneal dystrophy,7,0.96440125,0.58108485
simosa cranio facial syndrome,12,2.2776177,2.4055376
gastric lymphoma,1,3.256992,1.5390167
"macular dystrophy, concentric annular",12,2.138059,2.5913517
telfer sugar jaeger syndrome,17,0.7108754,1.4468178
spastic diplegia cerebral palsy,7,3.4364421,5.4802213
ameloonychohypohidrotic syndrome,12,2.5954635,1.9106305
leukoencephalopathy - dystonia - motor neuropathy,1,3.694914,3.0820813
epidermolysis bullosa,12,3.166773,0.10104319
brooks wisniewski brown syndrome,17,-0.328452,3.6389818
"usher syndrome, type 1c",17,-0.38683245,6.4562235
herrmann syndrome,12,5.245642,0.8703482
nodular nonsuppurative panniculitis,12,2.3630662,1.4133449
dentinogenesis imperfecta type 2,13,0.7777455,5.1907153
"heart-hand syndrome, spanish type",11,3.5844417,2.1057742
galactose epimerase deficiency,12,2.450114,1.8168415
granulomatous amebic encephalitis,12,1.5795563,2.1154046
mitochondrial neurogastrointestinal encephalopathy syndrome,12,1.8816376,1.2986927
"larynx, congenital partial atresia of",7,1.0430846,1.0434697
"gonadal dysgenesis, xx type",17,0.20485637,1.6925375
pulmonary edema of mountaineers,12,2.3023007,1.3945503
"synostoses, tarsal, carpal, and digital",12,1.9546193,2.462699
hereditary fructose intolerance,17,0.075792395,1.4066696
congenital anosmia,0,1.5952686,3.1056628
"deafness, dystonia, and cerebral hypomyelination",17,-0.22781765,1.9269882
johnston aarons schelley syndrome,12,1.9736769,1.6727701
large granular lymphocyte leukemia,13,0.8208093,5.12243
autosomal dominant partial epilepsy with auditory features,11,4.0952716,2.371732
marfanoid hypermobility syndrome,12,1.275703,1.5973457
sudden sensorineural hearing loss,12,5.1926203,2.7836292
osteogenesis imperfecta type i,12,2.1873486,1.3200195
guanidinoacetate methyltransferase deficiency,12,3.1902287,1.0170399
best vitelliform macular dystrophy,17,0.77534306,4.264641
"rippling muscle disease, 1",13,-0.31223243,3.9894042
proximal symphalangism,13,-0.24671347,4.5354233
"muscular dystrophy, congenital, megaconial type",1,4.2315373,0.3469984
"hydrocephalus, costovertebral dysplasia, and sprengel anomaly",6,0.0988567,2.3145132
duane syndrome type 1,7,1.3324785,1.6775761
retinal cone dystrophy 4,7,2.2482092,3.5795517
"myasthenia gravis, limb-girdle",10,4.086349,2.5204692
pyomyositis,17,2.318407,2.9768538
"vestibulocochlear dysfunction, progressive",12,2.0024958,1.624399
baylisascaris infection,7,1.3985411,1.0639508
lubinsky syndrome,7,3.6396024,-0.2248583
medulloblastoma,12,1.9521747,1.293296
anencephaly,17,1.2390963,2.2006416
spinocerebellar ataxia 34,7,4.5770607,7.6237855
microhydranencephaly,7,2.50286,3.3187659
gerstmann-straussler-scheinker disease,17,2.4046338,1.5474583
fitz-hugh-curtis syndrome,7,1.3009075,3.7182462
psoriatic juvenile idiopathic arthritis,8,6.952092,0.14610232
diffuse mesangial sclerosis,0,-0.14308701,3.4512384
renal hypouricemia,12,3.3966331,1.4497112
lipase deficiency combined,1,3.7140367,1.4043608
keratolytic winter erythema,12,2.2836187,3.7640934
"frontotemporal dementia, ubiquitin-positive",17,-0.313649,3.5438888
glucocorticoid-remediable aldosteronism,12,3.1978629,1.7447176
hypopituitarism,13,-0.5754252,4.784488
lamellar ichthyosis,11,3.22761,0.93106645
neutrophil-specific granule deficiency,0,1.3519896,3.3810802
pectus carinatum,12,1.5549742,2.0836802
charcot-marie-tooth disease type 2f,7,0.40520865,1.5398732
adiposis dolorosa,17,0.17047884,1.6124632
axial spondylometaphyseal dysplasia,12,2.5968943,2.2909403
chronic active epstein-barr virus infection,12,3.01782,2.110808
optic atrophy 1 and deafness,17,-0.3233935,3.5572817
potocki-shaffer syndrome,9,-0.07341484,3.37806
charcot-marie-tooth disease type 1b,12,1.2204754,2.2003005
taurodontia absent teeth sparse hair,6,-0.04653953,2.5546618
ichthyosis-mental retardation syndrome with large keratohyalin granules in the skin,0,-0.16552836,3.3746662
isolated levocardia,12,1.910415,2.7211921
chondrodysplasia acromesomelic with genital anomalies,7,1.0705196,1.1715003
pitt-hopkins-like syndrome,12,2.3230224,2.0105374
coats disease,5,3.386691,2.199156
"hereditary angiopathy with nephropathy, aneurysms, and muscle cramps syndrome",12,4.6635685,7.677478
cornelia de lange syndrome,6,0.27892783,2.5775716
encephalocraniocutaneous lipomatosis,12,2.258894,1.9195713
norum disease,17,0.5880547,4.187735
amyloidosis aa,10,0.4003552,3.719053
brachydactyly type c,7,1.3895959,1.6094977
say-field-coldwell syndrome,1,3.6907954,0.61468977
tetralogy of fallot,7,1.8591809,1.0867015
x-linked creatine deficiency,17,-0.23203239,3.162389
neuronal ceroid lipofuscinosis 5,7,1.8815246,5.186987
progressive transformation of germinal centers,0,1.4469922,3.2266064
barraquer-simons syndrome,12,2.3660512,1.315207
chromosome 4q deletion,7,0.96859986,0.54746175
kallmann syndrome 3,7,0.87734,1.1610918
haim-munk syndrome,11,2.979854,2.5788379
"temporal epilepsy, familial",12,3.123471,1.6505066
"neuropathy, distal hereditary motor, jerash type",12,1.4380425,3.5378065
idiopathic basal ganglia calcification childhood-onset,17,1.7449578,1.79566
neutropenia lethal congenital with eosinophilia,12,2.5944512,1.9300848
pontocerebellar hypoplasia type 3,7,2.6155732,3.415104
syringoma,3,3.7588525,2.9666746
human t-cell leukemia virus type 1,12,3.0948951,1.5820543
aicardi-goutieres syndrome type 2,17,-0.106440544,2.4099076
ovarian small cell carcinoma,11,3.1404479,0.97324914
pigmented villonodular synovitis,1,1.2097787,3.0552185
"intellectual disability, epileptic seizures, hypogonadism and hypogenitalism, microcephaly, and obesity",7,1.2959089,3.7577658
cerebrotendinous xanthomatosis,12,2.125115,1.4854015
hypohidrotic ectodermal dysplasia with immune deficiency,6,0.09965375,2.2515068
tracheoesophageal fistula,0,1.8656068,5.9872828
x-linked congenital stationary night blindness,0,1.5156262,2.1403415
"camurati engelmann disease, type 2",17,2.3115213,3.183054
quinquaud's decalvans folliculitis,0,1.8800173,5.8970013
diabetes insipidus nephrogenic mental retardation and intracerebral calcification,11,1.3232497,6.395174
congenital myasthenic syndrome,11,2.838241,2.2235374
leukonychia totalis,7,0.64084756,1.5074768
limb-girdle muscular dystrophy type 2i,7,1.9110041,1.1341256
beriberi,0,0.23882918,3.6794815
x-linked charcot-marie-tooth disease type 5,13,1.0968076,3.0585673
bobble-head doll syndrome,12,2.0474503,1.6933699
platyspondylic lethal skeletal dysplasia torrance type,7,1.3706588,2.549135
primary orthostatic tremor,12,2.0256593,1.562809
polyarteritis nodosa,0,2.3476005,3.6357038
"ehlers-danlos syndrome, vascular type",7,1.4215132,0.98141354
retinal cone dystrophy 1,1,0.71592605,3.7851236
gm1 gangliosidosis,17,0.9803022,4.129677
chromosome 3p- syndrome,10,4.6181927,7.6206455
1q21.1 microdeletion syndrome,12,-0.3633355,6.446593
lymphedema and cerebral arteriovenous anomaly,11,2.508421,3.120064
"neuropathy, hereditary motor and sensory, okinawa type",7,0.40502545,1.502847
conotruncal heart malformations,12,1.204269,1.5722102
long qt syndrome 8,12,3.9329376,0.7417104
histidinuria renal tubular defect,12,2.6811438,3.9490895
camptodactyly syndrome guadalajara type 3,12,2.32206,1.6412865
morm syndrome,17,-0.24385662,3.3397305
thyroglossal tract cyst,11,4.051803,1.8525025
hand and foot deformity with flat facies,11,1.1964294,6.437838
proximal chromosome 18q deletion syndrome,12,2.5879653,1.5262991
neuronal ceroid lipofuscinosis,12,1.6388471,1.9807673
aicardi-goutieres syndrome type 4,7,1.2912252,0.8254088
spinal muscular atrophy type 3,12,3.6683955,2.983207
laryngomalacia,17,-0.5081693,6.452497
"pituitary hormone deficiency, combined 2",17,-0.41582862,6.512633
multiple epiphyseal dysplasia 1,12,1.3905101,3.4362383
5q- syndrome,7,1.4892713,0.99486655
malakoplakia,1,1.2880341,2.8158808
mesomelic dwarfism cleft palate camptodactyly,12,3.1362395,0.9713605
prinzmetal's variant angina,12,2.5902805,1.0421685
arts syndrome,12,3.3432987,1.8888679
x-linked magnesium deficiency with epstein-barr virus infection and neoplasia,0,1.2290857,1.5676075
pontocerebellar hypoplasia type 6,7,1.1969695,1.5791103
"usher syndrome, type 2c",12,0.8381793,2.0555587
iridocorneal endothelial syndrome,1,3.6524706,0.950567
duane syndrome type 2,12,2.7026467,1.8519257
abetalipoproteinemia,12,2.7126799,1.7272297
short limb dwarf lethal colavita kozlowski type,12,1.2482138,1.5403708
x-linked hypophosphatemia,17,0.062390484,1.4083498
22q11.2 deletion syndrome,7,-0.15923785,1.9757028
adenoameloblastoma,7,0.5579192,2.2417707
idiopathic juxtafoveal retinal telangiectasia,7,0.65187186,1.3544891
glomerulonephritis with sparse hair and telangiectases,7,1.3627898,1.0261749
frontometaphyseal dysplasia,5,4.361044,0.9870298
ibids syndrome,12,2.1456194,1.8853513
selig benacerraf greene syndrome,12,3.9710171,5.9572353
benign paroxysmal positional vertigo,12,2.0459917,2.3360438
autoimmune autonomic ganglionopathy,6,0.17352903,2.5171742
stuve-wiedemann syndrome,12,2.3332138,2.412903
lipodermatosclerosis,17,-0.2535263,3.2195094
inclusion body myopathy with early-onset paget disease and frontotemporal dementia,12,2.5332825,1.7143751
robinow syndrome,1,2.7286904,1.1863276
htlv-1 associated myelopathy/tropical spastic paraparesis,11,2.8649983,2.2997978
sapho syndrome,17,-0.14700948,2.5796335
leber congenital amaurosis 2,17,-0.49770397,6.4469604
amyloidosis familial visceral,7,1.3443879,0.7270527
corneodermatoosseous syndrome,7,1.0856375,1.1686773
osteodysplasia familial anderson type,7,1.9297551,1.0421122
niemann-pick disease type a,17,-0.16141386,3.000635
wolffian tumor,1,1.3603333,2.7904873
chromosome 6q deletion,13,-0.4960231,4.7735276
"emery-dreifuss muscular dystrophy, dominant type",7,0.8998028,1.2543223
brachydactyly type a4,12,0.57673055,1.6893022
freiberg's disease,7,0.5303069,1.4938167
bardet-biedl syndrome 2,17,-0.79528856,6.4507446
uhl anomaly,12,3.0606363,1.379126
pseudohypoaldosteronism type 2,11,3.4048834,0.35118797
weyers acrofacial dysostosis,7,0.4694124,1.7594941
autosomal dominant optic atrophy plus syndrome,0,1.3583056,3.6223114
mondor disease,11,4.195903,3.0078828
leucine-sensitive hypoglycemia of infancy,7,0.2687026,1.250882
odonto onycho dysplasia with alopecia,6,-0.04079141,2.8492172
kyrle disease,7,1.3141601,1.0554651
carney complex,7,1.852095,1.831273
pantothenate kinase-associated neurodegeneration,12,2.802498,2.0685387
chromosome 17q11.2 deletion syndrome,6,0.09266107,2.3195739
erdheim-chester disease,7,1.2047405,1.5820801
split hand split foot malformation autosomal recessive,1,4.028796,0.9565711
sesame syndrome,1,3.5632212,1.1381321
dandy-walker malformation with facial hemangioma,12,1.4021413,3.5668297
spinocerebellar ataxia 21,12,2.0418537,1.1594088
morquio syndrome b,12,2.9943316,1.657732
chromosome 16q deletion,7,1.1926593,1.3818673
anemia sideroblastic and spinocerebellar ataxia,12,1.7129772,2.9874146
scarf syndrome,7,0.21858385,2.0157297
mercury poisoning,7,-0.22182529,1.9767767
chudley-mccullough syndrome,7,-0.20549034,1.9370311
warthin tumor,12,2.1102629,1.0503304
karak syndrome,6,2.1251497,4.0248375
dystonia 11,1,5.8923435,0.39418542
sotos syndrome,7,2.147213,1.2870955
acrorenal mandibular syndrome,0,1.7226509,5.8184786
fibular hypoplasia and complex brachydactyly,12,3.4272087,1.7891474
antisynthetase syndrome,17,0.9069402,1.8736868
congenital pulmonary alveolar proteinosis,17,-0.35346124,6.3400445
"cardiac valvular dysplasia, x-linked",7,1.0966431,1.0863141
thompson baraitser syndrome,17,-0.1851583,2.9957633
gorlin bushkell jensen syndrome,11,3.3380947,0.4798987
glioblastoma,6,2.6471076,4.1286244
goldberg-shprintzen megacolon syndrome,12,2.1521835,1.5645301
occipital horn syndrome,12,2.9414964,5.552318
frontotemporal dementia,6,0.18440221,2.0117607
trichothiodystrophy photosensitive,0,4.05409,2.9607491
pseudohypoparathyroidism,7,2.0494552,1.2036254
aquagenic pruritus,7,1.3029873,1.0656121
costello syndrome,7,1.0509624,1.1938971
sillence syndrome,0,2.3820083,2.042294
bardet-biedl syndrome 11,12,2.4380174,1.997571
osteopetrosis autosomal recessive 5,0,6.0471773,0.99661505
loeys-dietz syndrome type 4,0,2.6458821,2.6325376
fine-lubinsky syndrome,7,1.6294981,1.4373765
lynch syndrome,12,3.1366665,1.0220416
multicentric reticulohistiocytosis,7,1.1278344,0.9397142
portal hypertension,1,4.181525,-0.04372239
adnp syndrome,0,1.882253,5.923694
colpocephaly,1,2.8670478,1.0147398
hemophagocytic lymphohistiocytosis,12,2.328294,2.1006684
glucose transporter type 1 deficiency syndrome,6,0.17486337,2.1888103
dyssegmental dysplasia silverman-handmaker type,12,1.3627379,4.329907
biotinidase deficiency,12,1.6662004,1.2462956
plasma cell leukemia,0,1.4652264,2.8263721
autoimmune polyglandular syndrome type 1,17,0.32997373,1.5644947
annular pancreas,1,4.9808407,-0.032904398
spinocerebellar ataxia autosomal recessive 5,11,3.3198326,2.0847535
familial hypocalciuric hypercalcemia type 3,7,0.93437666,1.0992562
trisomy 2 mosaicism,12,3.547439,4.26733
c1q nephropathy,3,3.5672302,2.808761
seminoma,12,1.5871143,2.0818765
epithelioid sarcoma,15,2.9338405,3.9896915
dens in dente and palatal invaginations,12,2.6230297,1.0673941
quebec platelet disorder,7,1.6311553,5.226435
stargardt disease,17,-0.18559954,2.8888383
"nystagmus 1, congenital, x- linked",12,1.9150993,1.5538051
corneal dystrophy of bowman layer type 1,12,3.3475575,1.1309322
chromosome 9 inversion,11,2.9374752,2.5630536
familial eosinophilia,1,3.2159522,0.99684584
dyskeratosis congenita autosomal dominant,1,3.3170624,-0.1341821
"tremor hereditary essential, 2",12,4.66457,7.656574
retinal vasculopathy with cerebral leukodystrophy,13,2.4061868,1.1985904
troyer syndrome,7,1.6338444,0.5785075
glycogen storage disease type 7,0,2.7587664,3.4815843
chromosome 17p13.1 deletion syndrome,12,0.44004306,1.6550293
tetraamelia with ectodermal dysplasia and lacrimal duct abnormalities,0,1.9866573,2.841021
"renal tubulopathy, diabetes mellitus, and cerebellar ataxia due to duplication of mitochondrial dna",12,1.8538721,1.6538396
"coloboma, cleft lip/palate and mental retardation syndrome",6,0.09805888,2.3233745
focal dystonia,15,3.0522745,4.0215755
"polyhydramnios, megalencephaly, and symptomatic epilepsy syndrome",11,4.8150887,7.760053
long qt syndrome 1,13,0.039580707,4.565534
orofaciodigital syndrome 11,12,2.0277774,1.6333181
exstrophy-epispadias complex,12,3.6781678,2.8851125
